track,artist,spotify_playlist,spotify_charts,spotify_streams,apple_playlist,deezer_playlist,deezer_charts,shazam_charts,datetime,is_outlier
I Know,Kanii,15725.0,2639765.0,49939720.0,4.0,4.0,129006.0,510234.0,2023-03-10,True
lost souls,Baby Keem,79180.0,9708315.0,206432478.0,17.0,9.0,27327.0,1078453.0,2021-09-22,True
Don't You Know,Crosby St. Models,1.0,2.0,239850720.0,28.0,15.0,237120.5,35.0,2022-08-12,False
Hold Me Closer,Elton John,61255.0,53203700.0,400479389.0,141.0,63.0,1698941.0,3915242.0,2017-11-10,True
Se Joga no Passinho,Brisa Star,13672.0,3376873.0,110101642.0,10.0,5.0,109859.0,384085.0,2021-06-18,True
Girls,aespa,11617.0,5520626.0,115406939.0,13.0,6.0,24059.0,249490.0,2022-07-08,True
Classic,MKTO,172980.0,88942487.0,1350428257.0,73.0,37.0,99337.0,5519429.0,2012-01-01,True
The Last Goodbye (feat. Bettye LaVette),ODESZA,65839.0,15313309.0,122957173.0,27.0,3.0,92265.0,1713873.0,2022-02-08,True
The Weekend,SZA,71149.0,22408790.0,537523729.0,98.0,22.0,145035.0,1833030.0,2017-06-09,True
Overloading (OVERDOSE),Mavins,18165.0,3041519.0,58523865.0,40.0,4.0,345978.0,2217236.0,2022-05-13,True
shipping,great area,259.0,4467.0,130895.0,28.0,1.0,432.0,162.0,2022-12-15,False
Stole the Show,Kygo,131842.0,38541359.0,964765127.0,124.0,90.0,755576.0,12887220.0,2015-03-23,True
Mood - Remix,Zero Two,3742.0,374428.0,10265841.0,28.0,15.0,237120.5,854584.0,2021-06-09,True
Chasing After You (with Maren Morris),Ryan Hurd,22915.0,8881878.0,198942707.0,43.0,6.0,1492.0,993457.0,2021-02-12,True
Kini Ecko Pergi Meninggalkanku,Ecko Show,487.0,24227.0,3479935.0,28.0,15.0,237120.5,20289.0,2022-10-06,False
LOOOVE (feat. Kid Cudi),Travis Scott,32141.0,3198359.0,72380469.0,4.0,2.0,237120.5,50640.0,2023-07-28,False
Oddara (feat. Mercedes Salinas),Overcast,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,854584.0,2022-07-10,True
10 Freaky Girls (with 21 Savage),Metro Boomin,164540.0,26346726.0,630863087.0,34.0,8.0,45047.0,1411636.0,2018-11-02,True
Bahagiaku Sederhana,Jamik Jams,59.0,12313.0,271438.0,28.0,15.0,237120.5,4655.0,2021-10-21,False
"Paint It, Black",The Rolling Stones,28.0,3079.0,1196773729.0,2.0,15.0,237120.5,854584.0,2023-07-26,True
Beautiful People (Stay High),The Black Keys,3009.0,4663533.0,11742947.0,22.0,14.0,153473.0,170867.0,2024-01-12,False
UNA CERVEZA,Fuerza Regida,8225.0,21015676.0,159876075.0,14.0,13.0,1870957.0,595774.0,2023-10-20,True
Down With Me,Lil Tecca,14158.0,6850591.0,65300464.0,1.0,1.0,5156.0,854584.0,2024-01-04,True
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,32179.0,23070902.0,289013053.0,29.0,21.0,214565.0,1479802.0,2021-10-22,True
Pink Friday Girls,Nicki Minaj,9844.0,4936627.0,63109089.0,6.0,7.0,374723.0,232247.0,2023-12-08,True
Teresa & Maria,alyona alyona,2862.0,2254638.0,31380070.0,19.0,13.0,250087.0,287707.0,2024-01-11,True
Conversations,Juice WRLD,93838.0,13263446.0,407701213.0,14.0,6.0,61522.0,724745.0,2020-07-10,True
Rake It Up,Yo Gotti,47875.0,14327367.0,365789171.0,75.0,7.0,28364.0,3844287.0,2017-06-23,True
De Vuelta Pa' La Vuelta,Daddy Yankee,23301.0,15473906.0,164788147.0,23.0,5.0,14722.0,1159159.0,2020-12-10,True
Sunshine,OneRepublic,59377.0,40654330.0,426609723.0,58.0,46.0,360130.0,791789.0,2021-11-10,True
Walk,Kodak Black,33941.0,10580136.0,62323136.0,6.0,1.0,4517.0,288137.0,2022-09-16,True
9 bis 9,SIRA,34675.0,5950045.0,107950388.0,18.0,11.0,3411294.0,275083.0,2023-05-05,True
Versace on the Floor,Bruno Mars,64011.0,17977153.0,797648369.0,73.0,32.0,689571.0,854584.0,2016-11-17,True
Bailando,El Jordan 23,24359.0,2386279.0,138986512.0,4.0,1.0,3148.0,410223.0,2022-02-10,True
Runaway (U & I) [Dance],MELON,3124.0,10531046.0,13502324.0,1.0,3.0,167042.0,106448.0,2023-02-24,False
Hasta la Miel Amarga (feat. Grupo Firme),"Luis Angel ""El Flaco""",14849.0,8963601.0,164007720.0,1.0,15.0,237120.5,491755.0,2020-05-01,True
Love Me Like This,NMIXX,9999.0,5451670.0,96439278.0,6.0,2.0,192.0,178962.0,2023-03-21,True
Buss It,Erica Banks,32202.0,13605018.0,145000664.0,34.0,13.0,13556.0,1452339.0,2020-05-15,True
Five Nights at Freddy's,The Newton Brothers,5850.0,722543.0,17822349.0,2.0,15.0,237120.5,143370.0,2023-10-27,False
BODYGUARD,Beyoncï¿,4391.0,32285153.0,56412921.0,31.0,33.0,1259894.0,96344.0,2024-03-29,False
Matte Black,$uicideboy$,45505.0,2568098.0,162889846.0,1.0,1.0,53318.0,351439.0,2022-07-29,True
Animals,Martin Garrix,67911.0,11433179.0,413855724.0,80.0,27.0,64976.0,17865575.0,2013-01-01,True
"Akh Lad Jaave (From ""Loveyatri"")",Badshah,10461.0,4441829.0,97600091.0,14.0,15.0,237120.5,432493.0,2018-08-23,True
Uhaw,Dilaw,5084.0,1645697.0,42862565.0,3.0,15.0,237120.5,8995.0,2022-11-18,False
FRIKI,Feid,28166.0,14221715.0,255973824.0,30.0,14.0,276606.0,429833.0,2021-12-10,True
GOAT,Number_i,762.0,2929511.0,34820660.0,8.0,1.0,9615.0,213386.0,2024-01-01,True
Bondade de Deus,Isaias Saad,15910.0,8695499.0,91842323.0,10.0,56.0,7488178.0,854584.0,2022-02-21,True
Let The Light In (feat. Father John Misty),Lana Del Rey,33016.0,33841199.0,240686521.0,3.0,13.0,499463.0,632580.0,2023-03-10,True
NINNIN JACK,IMP.,23.0,356969.0,207454.0,4.0,15.0,237120.5,2055.0,2024-05-29,False
Love 119,RIIZE,2509.0,8351511.0,40415304.0,10.0,5.0,158455.0,80350.0,2024-01-05,False
Jar of Hearts,Christina Perri,65494.0,31544782.0,534874667.0,42.0,20.0,25418.0,6027852.0,2010-07-27,True
UP,INNA,7611.0,1055511.0,35440292.0,8.0,9.0,457320.0,2431616.0,2021-10-29,True
Gotta Move On (feat. Bryson Tiller),Diddy,309.0,110085.0,44931644.0,5.0,15.0,237120.5,854584.0,2023-09-20,True
Chasing Game,Nick Hanzo,1.0,80.0,239850720.0,28.0,15.0,237120.5,18.0,2022-07-01,False
LOS APARATOS,El Alfa,30579.0,5580377.0,137720938.0,12.0,6.0,67183.0,602689.0,2022-08-03,True
ýýQuýý Nos Pasýý?,Anuel AA,31668.0,4718236.0,161990851.0,5.0,1.0,31377.0,412492.0,2022-05-26,True
I Won't Give Up,Jason Mraz,91617.0,43046356.0,850863163.0,70.0,29.0,76256.0,7898160.0,2012-01-01,True
I GUESS I'M IN LOVE,Clinton Kane,75352.0,37597369.0,416972132.0,37.0,30.0,154015.0,791890.0,2021-08-20,True
Tapï¿½ï¿½o Na ,Raï¿½ï¿½ Saia Ro,21913.0,6808067.0,196159389.0,23.0,49.0,201574.0,360078.0,2021-01-22,True
Angry,The Rolling Stones,10629.0,9924829.0,31185560.0,28.0,17.0,1899063.0,439886.0,2023-09-06,True
SWEET / I THOUGHT YOU WANTED TO DANCE,"Tyler, The Creator",93761.0,9361340.0,269671235.0,10.0,3.0,12887.0,551470.0,2021-06-25,True
Yes I'm A Mess,AJR,6918.0,9962020.0,43940810.0,8.0,3.0,3267.0,202276.0,2023-09-29,True
Try,P!nk,94974.0,33907759.0,662971898.0,57.0,38.0,415220.0,4968.0,2012-01-01,False
Saiyaan Ji,Yo Yo Honey Singh,5646.0,1398949.0,39793463.0,1.0,15.0,237120.5,197659.0,2021-01-27,True
VVS Switch,Pressure 9X19,5241.0,2934957.0,44343451.0,28.0,15.0,237120.5,270429.0,2023-10-10,True
Can I Call You Tonight?,Dayglow,158639.0,32332004.0,596164214.0,30.0,10.0,121871.0,2303064.0,2018-01-26,True
Sweet Child O' Mine,Guns N' Roses,295491.0,96032046.0,1879386440.0,212.0,215.0,3290536.0,10345515.0,1987-07-21,True
DISPO,KAROL G,11700.0,10018246.0,113567783.0,7.0,2.0,239220.0,134837.0,2023-08-10,False
Obsessed,Riar Saab,18781.0,6151558.0,161366691.0,22.0,1.0,1097.0,479047.0,2022-09-29,True
Here We Go (Uh Oh),Coco Jones,675.0,18922968.0,3459469.0,18.0,3.0,208991.0,133763.0,2024-05-03,False
Madrid City,Ana Mena,8481.0,12819927.0,64860954.0,53.0,41.0,11320652.0,885647.0,2023-09-29,True
Bring It on Home to Me,Sam Cooke,2.0,12.0,293683495.0,28.0,15.0,237120.5,854584.0,2024-03-28,True
Ropa Cara,Camilo,19981.0,3838967.0,185362995.0,43.0,9.0,83927.0,421946.0,2021-01-18,True
Straightenin,Migos,61959.0,9905843.0,135665686.0,67.0,16.0,139088.0,1039383.0,2021-05-14,True
Percherï¿½,El Reino Infantil,1581.0,439901.0,17238604.0,1.0,15.0,237120.5,23734.0,2016-11-17,False
Bring Me To Life,Evanescence,229491.0,68545536.0,1129346989.0,91.0,70.0,765734.0,12505209.0,2003-01-01,True
Espectacular,Sky Rompiendo,3415.0,44650919.0,29254420.0,30.0,21.0,184327.0,124413.0,2024-04-18,False
Me Gusta,Shakira,49237.0,19452357.0,353815769.0,95.0,41.0,325193.0,2962296.0,2020-01-13,True
Middle,DJ Snake,136601.0,31036842.0,1068023888.0,193.0,71.0,231159.0,12615013.0,2015-10-16,True
Ron Artest,Babyface Ray,28846.0,5713050.0,63725545.0,5.0,15.0,237120.5,386729.0,2023-02-08,True
El Patito Juan,Biper Y Sus Amigos,3040.0,672003.0,29422741.0,28.0,2.0,480864.0,199390.0,2004-10-24,True
Different 'Round Here,Riley Green,9014.0,9899290.0,74806048.0,14.0,7.0,1677801.0,157134.0,2023-05-11,False
Jumpshot,Dawin,8334.0,1543930.0,71345247.0,2.0,1.0,2924.0,926395.0,2016-07-29,True
Mockingbird,Eminem,293385.0,44640604.0,1680919413.0,79.0,31.0,722512.0,9764188.0,2004-11-12,True
Drift Night,Alfianie,137.0,18188.0,218621.0,28.0,15.0,237120.5,854584.0,2022-07-30,True
Asesina,Brytiago,33711.0,5993578.0,362670547.0,11.0,9.0,17915.0,854584.0,2018-05-01,True
Jennifer's Body,Ken Carson,24166.0,3988753.0,53163000.0,1.0,3.0,417707.0,65875.0,2023-10-13,False
In Da Club,50 Cent,11.0,111.0,10163724.0,28.0,15.0,237120.5,854584.0,2011-08-26,True
bread & butter,Gunna,29986.0,3865630.0,50098085.0,40.0,2.0,5937.0,280974.0,2023-06-02,True
ýýýýýýýýýýýý,Aimer,34276.0,6961653.0,227696852.0,35.0,5.0,8662.0,403076.0,2021-12-06,True
Smile (with The Weeknd),Juice WRLD,92879.0,13210421.0,463970393.0,46.0,16.0,6406.0,793274.0,2020-07-10,True
XXL,UZI,13324.0,1760479.0,70664645.0,1.0,15.0,237120.5,84153.0,2022-09-09,False
Yes or No,Jung Kook,7556.0,4756460.0,167384917.0,4.0,2.0,340015.0,172882.0,2023-11-03,True
Entrapreneur,Central Cee,13873.0,8249759.0,27850857.0,10.0,18.0,237640.0,84148.0,2023-12-21,False
Show Me How,Men I Trust,145278.0,21911416.0,466462034.0,25.0,5.0,7432.0,989841.0,2018-02-28,True
Pour It Up,Rihanna,59548.0,22751107.0,417616725.0,53.0,19.0,201083.0,3449652.0,2012-01-01,True
MONEY AND VIBES,Nemzzz,17596.0,1306168.0,35900099.0,5.0,2.0,55922.0,93958.0,2023-10-19,False
Macarena (Bayside Boys Remix) (Remasterizado),Los Del Rio,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,854584.0,2022-06-17,True
Love Is Gone - Acoustic,SLANDER,83294.0,21025597.0,486647778.0,6.0,1.0,380.0,3817868.0,2019-11-13,True
Yakï¿½ï¿½ï¿½ï,Kï¿½ï,3408.0,7197789.0,63563583.0,12.0,4.0,1584544.0,158526.0,2023-11-24,False
Por las Noches (Remix),Peso Pluma,14028.0,4216550.0,129370457.0,8.0,6.0,40004.0,350394.0,2023-02-27,True
TABU.,Yung Yury,40021.0,4746927.0,110533607.0,12.0,4.0,8084.0,269055.0,2023-03-17,True
Toxic,YG,18739.0,2015690.0,36861625.0,7.0,7.0,25236.0,1083165.0,2022-08-12,True
"Hua Main (From ""ANIMAL"")",Raghav Chaitanya,4072.0,7100504.0,97393603.0,11.0,15.0,237120.5,80167.0,2023-10-11,False
Patadas de Ahogado / LATIN MAFIA - Rework,HUGEL,7417.0,41642055.0,30377279.0,20.0,37.0,400425.0,722006.0,2024-03-01,True
Avï¿½ï¿½,Lucky Brown,889.0,15385715.0,12589295.0,2.0,15.0,237120.5,34082.0,2024-05-03,False
Solid (feat. Drake),Young Stoner Life,103470.0,22919370.0,277393068.0,73.0,15.0,63439.0,772897.0,2021-04-16,True
Joro,Wizkid,59052.0,4339220.0,117819788.0,59.0,27.0,155965.0,3178427.0,2019-09-30,True
House Of Lies,Ikka,137.0,2965343.0,5200791.0,9.0,15.0,237120.5,3744.0,2024-05-24,False
Stop Breathing,Playboi Carti,76739.0,7135729.0,178750521.0,7.0,3.0,1625.0,337335.0,2020-12-25,True
The Rapture Pt.III,&ME,34272.0,14914861.0,34601626.0,20.0,9.0,38641.0,989728.0,2023-06-09,True
all the good girls go to hell,Billie Eilish,74072.0,22449798.0,640099263.0,40.0,19.0,231931.0,1434669.0,2019-03-29,True
Hate You,Jung Kook,5815.0,3269253.0,104618147.0,1.0,1.0,337935.0,120750.0,2023-11-03,False
Spell,SEVENTEEN,621.0,1236012.0,9866591.0,28.0,1.0,5134.0,20583.0,2024-04-29,False
Chase It (Mmm Da Da Da),Bebe Rexha,1226.0,59656421.0,6958248.0,32.0,25.0,1379653.0,49922.0,2024-05-17,False
Mï¿½ï¿½,Nio Garcia,14310.0,2814938.0,76516847.0,3.0,1.0,619.0,198643.0,2019-02-22,True
So Fine,Realest Cram,3957.0,3289713.0,52265945.0,28.0,15.0,237120.5,9518.0,2023-07-08,False
My Universe,Coldplay,32312.5,13259481.0,239850720.0,133.0,15.0,237120.5,5413560.0,2021-09-24,True
Father Stretch My Hands Pt. 1,Kanye West,191719.0,29522697.0,1102322992.0,88.0,17.0,200329.0,3413462.0,2016-04-01,True
505,Arctic Monkeys,315657.0,60158552.0,1660504577.0,33.0,25.0,749483.0,2550560.0,2007-04-21,True
Banco do Carona,Mc Don Juan,9468.0,8189292.0,71078859.0,3.0,18.0,271037.0,138592.0,2023-04-14,False
DISCOTEKA (feat. Locura Mix),The La Planta,15308.0,4179773.0,89073254.0,28.0,15.0,237120.5,93551.0,2023-02-16,False
thanK you aIMee,Taylor Swift,1728.0,11038428.0,65809859.0,5.0,1.0,110574.0,20504.0,2024-04-19,False
I Get The Bag (feat. Migos),Gucci Mane,98431.0,18605080.0,554022596.0,8.0,15.0,237120.5,854584.0,2017-08-17,True
Terre Pyaar Mein,Himesh Reshammiya,955.0,135906.0,7762464.0,28.0,15.0,237120.5,113112.0,2021-08-20,False
Colors,Black Pumas,91317.0,9796420.0,215492373.0,36.0,16.0,251559.0,2951859.0,2019-04-16,True
Lifetime,Tobiahs,9093.0,38460085.0,33401958.0,18.0,15.0,410514.0,292069.0,2024-01-12,True
Numero Uno,Dan-E-MC,3.0,695.0,1224.0,28.0,15.0,237120.5,854584.0,2022-06-15,True
What's My Name?,Rihanna,88906.0,32859163.0,520418822.0,76.0,13.0,201267.0,3970903.0,2010-01-01,True
Flowers,Lauren Spencer Smith,36176.0,9276256.0,260183209.0,31.0,12.0,298664.0,626257.0,2022-04-14,True
Nikle Currant,Jassie Gill,5868.0,1823835.0,38630486.0,7.0,15.0,237120.5,151419.0,2018-10-12,False
Stir Fry,Migos,107585.0,23414054.0,680431508.0,111.0,19.0,157694.0,2298173.0,2017-12-20,True
"Bitch, Donï¿½ï¿½ï¿½t Kill M",Kendrick Lamar,182518.0,23222997.0,721771477.0,73.0,43.0,185338.0,2085087.0,2012-01-01,True
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,113725.0,17440703.0,390498074.0,37.0,20.0,16541.0,835203.0,2020-05-22,True
Pollito Amarillito,Gallina Pintadita,3570.0,744604.0,36465157.0,2.0,1.0,3695.0,23609.0,2015-09-04,False
7 Summers,Morgan Wallen,47966.0,7954524.0,433429705.0,33.0,2.0,3148.0,667963.0,2020-08-14,True
Lollipop - Remix,Darell,6296.0,38839254.0,50761385.0,23.0,24.0,311358.0,146284.0,2024-02-15,False
Wrong,Luh Kel,39887.0,4756079.0,279660513.0,6.0,15.0,237120.5,759049.0,2019-04-05,True
You're Somebody Else,flora cash,108732.0,25587455.0,473059298.0,39.0,24.0,142965.0,4844008.0,2017-04-21,True
BOTH,Tiï¿½ï¿,15554.0,30777157.0,60776379.0,28.0,15.0,237120.5,854584.0,2023-08-29,True
River,Miley Cyrus,15227.0,7111182.0,132653623.0,40.0,31.0,907532.0,434881.0,2023-03-10,True
Extssy Model,Junior H,21333.0,6926082.0,293017219.0,1.0,5.0,6187083.0,653919.0,2022-02-11,True
Formula,Labrinth,114619.0,24572791.0,836491531.0,27.0,22.0,210733.0,1759253.0,2019-10-04,True
Suzume,RADWIMPS,30909.0,4476490.0,151179942.0,9.0,1.0,337935.0,2567736.0,2022-09-30,True
Nada,Cazzu,29832.0,6210430.0,204337911.0,9.0,1.0,4402.0,1005751.0,2019-06-03,True
Ashes,Stellar,73783.0,7257676.0,286057865.0,22.0,3.0,13970.0,1148477.0,2020-05-03,True
Copa Vacï¿½,Shakira,17322.0,17844679.0,147537573.0,46.0,37.0,662279.0,477464.0,2023-06-29,True
"WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) - Remix",Jack Harlow,117293.0,24138527.0,742255774.0,52.0,30.0,258351.0,1515661.0,2020-06-24,True
Heyy,Lil Baby,34503.0,4137767.0,66617153.0,11.0,3.0,9039.0,393975.0,2022-10-10,True
Que Va,Alex Sensation,38061.0,11538458.0,398779586.0,18.0,20.0,84828.0,2086078.0,2017-08-04,True
sonnenbank.mp3,YAKARY,16750.0,2767597.0,61127558.0,5.0,3.0,6181211.0,107992.0,2023-11-24,False
Rampampam,Minelli,30942.0,3676550.0,123191456.0,47.0,25.0,380931.0,5687186.0,2021-03-18,True
WA DA DA,Kep1er,16436.0,4057129.0,172657413.0,17.0,3.0,6338.0,445034.0,2022-01-03,True
Seven Nation Army,The White Stripes,206953.0,64036444.0,1657866786.0,275.0,86.0,972676.0,10108433.0,2003-01-01,True
AHHH HA,Lil Durk,51535.0,9471098.0,104411097.0,19.0,6.0,20046.0,382012.0,2022-02-22,True
Do It Like That,TOMORROW X TOGETHER,11419.0,7392399.0,102643968.0,7.0,11.0,490225.0,288636.0,2023-07-07,True
Nakhrewali,Prashant Nakti,123.0,316142.0,6740285.0,28.0,15.0,237120.5,7404.0,2024-03-04,False
BEBECITA,Skolim,17.0,9351.0,115283.0,28.0,15.0,237120.5,1083.0,2024-05-31,False
Enjoy Enjaami,Dhee,7286.0,1484104.0,44231951.0,17.0,15.0,237120.5,137205.0,2021-03-05,False
Bezos I,Bo Burnham,53441.0,4357998.0,225256279.0,11.0,1.0,3316.0,1502927.0,2021-06-10,True
Where Have You Been,Rihanna,120535.0,37264448.0,699439249.0,72.0,36.0,432542.0,7929856.0,2011-01-01,True
Pelle Coat,Lil Durk,17854.0,1809445.0,25898720.0,30.0,5.0,57064.0,317600.0,2023-05-25,True
22,JayO,30898.0,12034538.0,87001628.0,25.0,8.0,201337.0,845534.0,2023-02-22,True
No Love,Summer Walker,45783.0,18436392.0,265040914.0,47.0,16.0,1044791.0,986619.0,2021-11-05,True
Piensan,Myke Towers,61560.0,9322479.0,387094388.0,16.0,2.0,23079.0,631168.0,2019-09-13,True
Feels Like Summer,Childish Gambino,104490.0,13875886.0,315997441.0,63.0,45.0,174079.0,1622468.0,2018-07-11,True
Fly Away,Tones And I,58857.0,14747928.0,419557907.0,121.0,25.0,49224.0,1881817.0,2020-11-13,True
Don't,Bryson Tiller,1277.0,342709.0,1281704427.0,47.0,15.0,237120.5,854584.0,2015-05-20,True
Little Do You Know,Alex & Sierra,76941.0,29043662.0,732651478.0,37.0,20.0,83357.0,1350264.0,2014-01-01,True
Travesuras,Nicky Jam,35237.0,11639231.0,308811426.0,46.0,24.0,104500.0,4690577.0,2014-01-27,True
Mayor Que Usted,NATTI NATASHA,17334.0,6356554.0,120404381.0,17.0,6.0,61127.0,446475.0,2022-06-17,True
Tï¿½ï¿½moignage (L,Eunice Manyanga,335.0,8055.0,740008.0,1.0,15.0,237120.5,106673.0,2022-11-28,False
ALCH SI,Carin Leon,6042.0,9378348.0,125938742.0,5.0,10.0,8755716.0,306536.0,2023-11-30,True
FARDOS,JC Reyes,5947.0,11632200.0,52585215.0,9.0,7.0,537320.0,175168.0,2024-02-16,True
Martini,Dei V,2466.0,16540673.0,19104053.0,11.0,2.0,34690.0,65699.0,2024-04-25,False
Favorite Song - Sped Up,Toosii,2423.0,1259173.0,11923405.0,1.0,15.0,237120.5,151982.0,2023-02-17,False
Out Of My Hands,Future,5261.0,2177045.0,19420471.0,1.0,15.0,237120.5,91683.0,2024-04-12,False
LOT OF ME,Lil Tecca,75726.0,14866086.0,318061543.0,4.0,15.0,237120.5,284740.0,2021-08-27,True
Someone Like You,Adele,39.0,10847.0,239850720.0,28.0,15.0,237120.5,854584.0,2011-07-07,True
Mil Veces,Anitta,4863.0,7797990.0,58594676.0,16.0,34.0,952107.0,163905.0,2023-10-20,False
Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),B Praak,1868.0,1204901.0,45306335.0,28.0,15.0,237120.5,88781.0,2023-07-03,False
Members Only (feat. PARTYNEXTDOOR),Drake,21270.0,4593922.0,64168685.0,6.0,15.0,237120.5,222113.0,2023-10-06,True
King's Dead (with Kendrick Lamar & Future),Jay Rock,106817.0,22130665.0,597167984.0,84.0,27.0,106997.0,2571189.0,2018-01-12,True
Aashiq Awaara (feat. Sunidhi Chauhan),Badshah,400.0,134449.0,2574126.0,4.0,15.0,237120.5,17003.0,2018-08-17,False
Off The Record,IVE,6562.0,1953126.0,58048453.0,9.0,3.0,377.0,118130.0,2023-10-06,False
BABY SAID,Mï¿½ï¿½ne,24993.0,16530205.0,166942258.0,26.0,36.0,472187.0,1172656.0,2023-01-20,True
Gangstas,Pop Smoke,106769.0,6840214.0,234889039.0,12.0,3.0,68030.0,754490.0,2020-07-03,True
Too Good,Drake,126251.0,30938220.0,1052473730.0,176.0,33.0,256100.0,4577263.0,2016-04-29,True
Alone,Rod Wave,14704.0,1868777.0,64562541.0,11.0,1.0,2011.0,262393.0,2022-08-09,True
Veggie Dance - Remix,Gracie's Corner,19.0,378669.0,173242.0,28.0,15.0,237120.5,3079.0,2024-05-31,False
One Up,Central Cee,51124.0,9618606.0,130784398.0,10.0,3.0,14835.0,222376.0,2022-10-13,True
idfc,blackbear,107737.0,27795750.0,703008289.0,13.0,5.0,7400.0,7920489.0,2014-10-26,True
Revisando El Celu,HCTM,12.0,1508.0,8761.0,28.0,15.0,237120.5,7836.0,2022-08-03,False
"Not Ramaiya Vastavaiya (From ""Jawan"")",Anirudh Ravichander,2866.0,999328.0,46879854.0,6.0,15.0,237120.5,36868.0,2023-08-29,False
"Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,4298.0,15228224.0,28870396.0,2.0,3.0,77456.0,854584.0,2024-04-19,True
Only Girl (In The World),Rihanna,192284.0,82258717.0,1085436198.0,113.0,70.0,1528409.0,6724803.0,2010-01-01,True
OTW,Khalid,89059.0,15406560.0,623201391.0,57.0,23.0,135840.0,2434197.0,2018-04-20,True
Who Needs Love,Trippie Redd,60128.0,8306828.0,238027193.0,16.0,6.0,107847.0,340905.0,2019-11-19,True
We Laugh And Clap At The Circus,Surgeon,138.0,30013.0,37199.0,28.0,15.0,237120.5,854584.0,2023-03-17,True
Hit Different,SZA,50550.0,13267378.0,254979267.0,86.0,32.0,760820.0,961364.0,2020-09-04,True
Como En Los Viejos Tiempos,Eden Muï¿½ï,2880.0,3850183.0,37831332.0,9.0,6.0,60268.0,304233.0,2023-11-20,True
Baby Car,Bebefinn,3.0,29.0,239850720.0,28.0,15.0,237120.5,854584.0,2022-10-28,True
Rubicon Drill,Laddi Chahal,10841.0,5578293.0,152564352.0,10.0,15.0,237120.5,170858.0,2022-11-16,False
Un Cigarrillo,Chencho Corleone,14752.0,9813030.0,113402349.0,15.0,9.0,93689.0,471584.0,2023-05-04,True
Nhï¿½ï¿½ï¿½ Ngï¿½ï¿½ï¿½ï¿½ï¿½i Hay Nhï¿½ï¿½,Chau Dang Khoa,40.0,6367.0,30269.0,28.0,15.0,237120.5,854584.0,2021-04-30,True
Birthday Sex,Jeremih,93752.0,22844956.0,481414844.0,36.0,8.0,113774.0,3371435.0,2009-01-01,True
Paradise,Sophie and the Giants,7077.0,7832473.0,31823450.0,23.0,26.0,234938.0,957656.0,2023-06-16,True
Los Patitos,El Reino Infantil,316.0,287926.0,3415634.0,28.0,15.0,237120.5,109.0,2010-04-20,False
Te Ire A Buscar,Santa Fe Klan,27465.0,4259174.0,305231016.0,10.0,8.0,160804.0,667427.0,2019-06-18,True
DORA,FARIANA,1389.0,3210604.0,11328011.0,8.0,3.0,6496.0,186737.0,2024-03-14,True
Better Place (From TROLLS Band Together),*NSYNC,10118.0,7035846.0,69041864.0,31.0,19.0,77583.0,877878.0,2023-09-29,True
Spicy Margarita,Jason Derulo,4937.0,3578804.0,37640497.0,10.0,10.0,45058.0,461736.0,2024-01-25,True
Cry,Cigarettes After Sex,79594.0,30626148.0,499764238.0,3.0,4.0,116015.0,1822950.0,2019-10-25,True
Tequila,Dan + Shay,52580.0,11498486.0,601987422.0,3.0,5.0,1242.0,854584.0,2018-01-10,True
Energy,Digga D,31275.0,2195709.0,43078993.0,9.0,15.0,237120.5,128246.0,2023-03-09,False
Rockstar (2020 Remaster),Nickelback,4310.0,1312897.0,537623170.0,29.0,15.0,237120.5,854584.0,2020-10-02,True
Amorfoda,Bad Bunny,1410.0,314487.0,3397421.0,28.0,15.0,237120.5,854584.0,2018-02-15,True
ýýýýýýýýýýýý,Omoinotake,1755.0,5204396.0,46082088.0,36.0,1.0,9615.0,290079.0,2024-01-24,True
Polaroid Love,ENHYPEN,30103.0,7031163.0,283455095.0,9.0,2.0,6152.0,401676.0,2022-01-10,True
HONEY (ARE U COMING?),Mï¿½ï¿½ne,19565.0,11856255.0,119853822.0,41.0,28.0,322293.0,800498.0,2023-01-20,True
What A Man Gotta Do,Jonas Brothers,47908.0,25022588.0,505295731.0,76.0,36.0,463898.0,2572578.0,2020-01-17,True
